path,sha256,bytes
results/sota/haskell/feat_action_space.txt,f55504760f9a44136d7b04f263efbe3296d404306d8f4786cf92b0d3f4bf004a,11415
results/sota/haskell/feat_balanced_product.txt,9b6408223c4b17e83c9ac7a798599dd9ff93cc3bc6a68f5a25bdd47761a4ace9,9175
results/sota/haskell/feat_dependent_record.txt,0dccc1bb050782ccda4356f9a7960fdf14314016d0b90782824cddc215e4c094,30375
results/sota/haskell/feat_imbalanced_choice.txt,e40386e6a1d7e0b617304682dc95e5e6735288e52d39570e294d8a27fd46907c,10545
results/sota/haskell/feat_protocol_message.txt,ab6366e1bf4c56bb03ee75466f5488b8dd95c0b591295299b85f9b8632ff6ec7,4494
results/sota/haskell/quickcheck_action_space_0.txt,f5bc7822685c605ab15136470cb8025ce410ff4667ad3f98df3a3efc05eba535,4525
results/sota/haskell/quickcheck_action_space_1.txt,789e3d9bcb22ad614b592261296b91f953058436a68042eebf830bbddac8adbd,4462
results/sota/haskell/quickcheck_action_space_10.txt,0833a59f661ff1290818b2744caae8880e47b665a56e81039f896e2fed696692,4476
results/sota/haskell/quickcheck_action_space_11.txt,b14558d08c64ebb2a0638530708fd125891399ae1b98a4f93f427aeaf9ab0c62,4453
results/sota/haskell/quickcheck_action_space_12.txt,508fb05e58b23374f14223aa1997440c469ab7f568cde7c24d17927d19f8ebe6,4523
results/sota/haskell/quickcheck_action_space_13.txt,3f421beacdc23facc4d5a493d6196d15a25663842ecda67ea4be3532a2ab2abf,4494
results/sota/haskell/quickcheck_action_space_14.txt,8f7d4f7100a2d225b178c962428d94f0a3b2fa297fa786371a4179a0bf5bf9cc,4487
results/sota/haskell/quickcheck_action_space_15.txt,fb50043bdff84044be9718b337e058312a5fa7932db5400c46b7703d1814a385,4487
results/sota/haskell/quickcheck_action_space_16.txt,d78011e24eb939eba03fcd6fc46050a1aced08f669d2795bf0d0acf822a86129,4491
results/sota/haskell/quickcheck_action_space_17.txt,c0170f92371aa70239253dccad296730578033c391424a2380c618ecc15b260c,4483
results/sota/haskell/quickcheck_action_space_18.txt,ad3c87d7576814fc8631b2d34f923d51fa70227355238417ccc9778bb4f2f727,4450
results/sota/haskell/quickcheck_action_space_19.txt,4f59b83926cfa76251803cf1a3846854cca139ea51e23601732653c289920ac1,4493
results/sota/haskell/quickcheck_action_space_2.txt,b8f44f75fc182a2c623354e1123aa291593cf27b21d10e1aa0a7f43c9517cb67,4480
results/sota/haskell/quickcheck_action_space_3.txt,3f6e310d9aa33e5605b233f0e97ec1da70b01efa4ad0e03455f3139fb9eaf678,4487
results/sota/haskell/quickcheck_action_space_4.txt,465a14838b9de2282bf375e94f736187ddeaf7790fff481f1246be1d94fcb19d,4476
results/sota/haskell/quickcheck_action_space_5.txt,e10d90349cb5c8504d957cc3b4e010d8e97f7dc047baccfdfe057e99983d640a,4492
results/sota/haskell/quickcheck_action_space_6.txt,bd7ce3eb9d53d6dd40f53c42cc41299c3dd0f91740e20a2b86d4b15001dd56cf,4434
results/sota/haskell/quickcheck_action_space_7.txt,fefce86e95665b5ea0ca2f02bdce7a73d100ebf1d8fa1c6a20b1c9021871949b,4522
results/sota/haskell/quickcheck_action_space_8.txt,ba1a8b81605eca71dd9a0102a7938f9208ed80f946d9ab97c944e865420b40e9,4499
results/sota/haskell/quickcheck_action_space_9.txt,abb55c711a00586adada86a0a0e631db51df9b491b865c7ea455fb5aa721b3fc,4458
results/sota/haskell/quickcheck_balanced_product_0.txt,3aa3598998e1330f2e410d4a62426b042fa015a933bd4528700e59e83e0bbf99,4514
results/sota/haskell/quickcheck_balanced_product_1.txt,ba24e5adab890466b2b03fe5e5a3698330d5d49f623e4101f66e1109ac5445b3,4502
results/sota/haskell/quickcheck_balanced_product_10.txt,05473cb1373f4261bc8ec66f42219c184326f3bb2a869a89b409d00572dfceb8,4504
results/sota/haskell/quickcheck_balanced_product_11.txt,a72917cb4be4e9cef0b36f88389e27e08eca8dcb2eb7f840b2369a5265cc9860,4520
results/sota/haskell/quickcheck_balanced_product_12.txt,a1a5c56d94bf4459457275ae1e8bdfc3e28a5bd226443135f2a2548fc2b865a6,4479
results/sota/haskell/quickcheck_balanced_product_13.txt,3da5f25ef739508ee22131d32a6ebd3a87fc3f08b748d6684879358a84fde8a9,4513
results/sota/haskell/quickcheck_balanced_product_14.txt,2cb96853230f2f6f5f27de5833f70a64b76b64233b93200c8bf6536c7918e586,4546
results/sota/haskell/quickcheck_balanced_product_15.txt,94d72192ac628714e014916105206ceab8d0019136b82cf8099c70fe972a9fdf,4497
results/sota/haskell/quickcheck_balanced_product_16.txt,c3345f549bc7caaab7bd6cf98efbaa5d2b38744f949b2425ae1c634266b30a17,4494
results/sota/haskell/quickcheck_balanced_product_17.txt,0997ee9ead8615f9d798af401d270682f4effc2309de40d9297f4e2b20097e2a,4514
results/sota/haskell/quickcheck_balanced_product_18.txt,f044135da8643f14964f74780cf9bf14b150d23bda7c2bf7f7b7bd56333e9e83,4521
results/sota/haskell/quickcheck_balanced_product_19.txt,e107df2269f909ab6813f1029221e012a90488a8e28a84a1d53a1529b712b691,4531
results/sota/haskell/quickcheck_balanced_product_2.txt,8e0f330c48a6d6dd5107f3d0d526fac7998a30e91e1cc2ac891e68b9cfeeed7b,4500
results/sota/haskell/quickcheck_balanced_product_3.txt,8254577d53e70b0a64d0d63ec2b08adf0d61433e8160387a050f12f78683d199,4496
results/sota/haskell/quickcheck_balanced_product_4.txt,cff0454e9ae378f819b0083a4d7b307a058caf870091bdc10da6c6daf88b724e,4519
results/sota/haskell/quickcheck_balanced_product_5.txt,f9780b2402c977d607a37342de1d80ee485fdcc2ebe4a637eebfeb8220cbee46,4540
results/sota/haskell/quickcheck_balanced_product_6.txt,89c0fc15abe49bd75b2dcc107188e2dfebf317fc9a94b2e2bbbe432d818f9a31,4514
results/sota/haskell/quickcheck_balanced_product_7.txt,6f34c0cdec27e5508346022a51712b4d6a2b355b1d3972dd47ea91d5a3adca8f,4514
results/sota/haskell/quickcheck_balanced_product_8.txt,a04be9b183c79758169f6f293e7a8f3c01ceadd7b62bea6cf5c606af5a06660d,4510
results/sota/haskell/quickcheck_balanced_product_9.txt,b8f8a6beff31831c17fb9dd73e09577cb06a05afe9d303e57f4687bc36414eef,4501
results/sota/haskell/quickcheck_dependent_record_0.txt,ceb46278ded16d0c67ec84eec524bc8402732a5a38f9e7e915e0af8fd09dcb74,4515
results/sota/haskell/quickcheck_dependent_record_1.txt,fe95af26f4ef0aa179839c34c36a90e49263ac72b04fc0cbee257ef696be33c2,4458
results/sota/haskell/quickcheck_dependent_record_10.txt,755a5590b9f281fdbc847fe756a0175e76773f2b8aa6305c73fbaee9b8985504,4487
results/sota/haskell/quickcheck_dependent_record_11.txt,48ac6af0919a847e58ff57c73947c3c166040d24e396fc8e20606433b0e3698e,4450
results/sota/haskell/quickcheck_dependent_record_12.txt,0b95d246d595c4f3f494a575ccfd7b77193c0938a1acd0ed0734f2d196729940,4517
results/sota/haskell/quickcheck_dependent_record_13.txt,edb00d3c6c53f96c725ee5b9722c4640389809901e32d1bec550db50abe131cd,4492
results/sota/haskell/quickcheck_dependent_record_14.txt,f01ddbc06903dce2bd53e79aa51958ed0352a9ae6abb1767aa8a7ac453143727,4489
results/sota/haskell/quickcheck_dependent_record_15.txt,093b10485973dcf7b9165ce16ff8a0f9e6133b6c0df6a8d0ad3cb865e9d494c7,4470
results/sota/haskell/quickcheck_dependent_record_16.txt,bd011095c3bcdaae3ba99d6a6b779b0b0f627dcabbdceb70dd67a34ee2f593b0,4495
results/sota/haskell/quickcheck_dependent_record_17.txt,cb2298fc91e61c2a97d85faec0af621cc412a13399fc1c409d9c4fc639c0992b,4478
results/sota/haskell/quickcheck_dependent_record_18.txt,32b01b1391077658a1fb85abd039dbfe840effd188cf9093f49d39c8eb306aa6,4440
results/sota/haskell/quickcheck_dependent_record_19.txt,291a25f888d1df35f232ee3351affd1ac391e949e87a8961a1c3caad42d7691e,4497
results/sota/haskell/quickcheck_dependent_record_2.txt,edfc82265d2ede6023a25d71ef046148267f93ffa31e436ce70dcf20260f3ce5,4477
results/sota/haskell/quickcheck_dependent_record_3.txt,8ba66185aa0d8df196353ae66b9aac8feaa5e350aa1f9cc4fc717e50ecc2eeaa,4486
results/sota/haskell/quickcheck_dependent_record_4.txt,77a5ee89282b2c3c7e6342a3dca34295e146a14be57c8ad6420db2b75b11e5ea,4463
results/sota/haskell/quickcheck_dependent_record_5.txt,e6a80a5aa1c1f9d7176d96924a3aeb0ee1200dbe11d2dc9fa2feb8142ea2fcb9,4492
results/sota/haskell/quickcheck_dependent_record_6.txt,5b1a45d37b3c9b5afa579fcce21b086402244537e40ec85fa6489127699ee153,4444
results/sota/haskell/quickcheck_dependent_record_7.txt,c42f251372fc9383b977dfe8e465b043552b3ccc3a79d9544a852289463252b8,4523
results/sota/haskell/quickcheck_dependent_record_8.txt,e399f5ab9989a5b7f5821fb16c82f885e409c4974e801efa0f0d932bbb6f9c7c,4517
results/sota/haskell/quickcheck_dependent_record_9.txt,139619791f03729925d4d78b07198d4e33b7ffb109a09bba94588507c1530dc0,4458
results/sota/haskell/quickcheck_imbalanced_choice_0.txt,2002fe316d70ffcb37ab0161ce7022655901420ccb4c182be1b872c6414b187f,3309
results/sota/haskell/quickcheck_imbalanced_choice_1.txt,6fe401c8cb5e5cab69f1e3c9e1caa558bc94bab33b231cf49022641c3fdea223,3238
results/sota/haskell/quickcheck_imbalanced_choice_10.txt,5a76281624083fe56eb74fb0b095c62940d722070a0651fd0ff33e33a7b2cfed,3178
results/sota/haskell/quickcheck_imbalanced_choice_11.txt,32c8d41e35de516aa260337c0e82337e5c601e9e84dfe1d1813476f1ec84061b,3242
results/sota/haskell/quickcheck_imbalanced_choice_12.txt,13835d11998799f603d633d6d35e00470ff3c2a3be4ff734c00fbeac70e20fe9,3255
results/sota/haskell/quickcheck_imbalanced_choice_13.txt,e5938c5133dcc23ae3340b8f80f81b354451e0d06458b6078e574ec65e86b7c3,3289
results/sota/haskell/quickcheck_imbalanced_choice_14.txt,8b75af882c7e942d8fdcdfc0e1c5da9988bbc5a5d1926440341e6fcc5fc4fd94,3303
results/sota/haskell/quickcheck_imbalanced_choice_15.txt,006156fa858f31f1a8e2309f1c7a0baa1a6b5490178713147dcdf908fa9f8f5f,3225
results/sota/haskell/quickcheck_imbalanced_choice_16.txt,b1594bdba053c38c98837bb26371b0346aeccb6912d5f4a77b915af438aa2f62,3227
results/sota/haskell/quickcheck_imbalanced_choice_17.txt,e1b24818ad9eace2089ccc38a23d4dde1f419d6425935fbdb3995cecd89750b5,3255
results/sota/haskell/quickcheck_imbalanced_choice_18.txt,dd20e5c272b9378d57986cc9ad4c51676108700b5d1086a0eacd3d482ffa8e93,3242
results/sota/haskell/quickcheck_imbalanced_choice_19.txt,105ffc72483880874ec9a7d44ff3e3d3ffdbffb7052d76df77bb08d299620bfd,3285
results/sota/haskell/quickcheck_imbalanced_choice_2.txt,8970a7e7686ebabd99e045eb8653a04ff24bd6521ec73742bf598dddb649f8e8,3268
results/sota/haskell/quickcheck_imbalanced_choice_3.txt,e29d577b17874aeb318acad857090c625451a69566ec36136130733c0d2d7b2c,3246
results/sota/haskell/quickcheck_imbalanced_choice_4.txt,db7a6af7c449ba2a950f96996a8b85d82fff90b6801114b04d1357e52f768bee,3265
results/sota/haskell/quickcheck_imbalanced_choice_5.txt,626b4ef31919554204eea5e6273a0a5339e2cd7647bea236fef7d2edaa06669f,3272
results/sota/haskell/quickcheck_imbalanced_choice_6.txt,e2918765e47e48b7555508b852407b0b73c7fd680d9a8f05642df4110569c927,3197
results/sota/haskell/quickcheck_imbalanced_choice_7.txt,8cfac700b1242b972e532f0990eb2a1226ac74f35db17438606e0b3c219a0f5f,3303
results/sota/haskell/quickcheck_imbalanced_choice_8.txt,aa520f56cc4fefa77e9768c252f46c68db0413f408cc0b6cbe43f3cbe3c2c71f,3359
results/sota/haskell/quickcheck_imbalanced_choice_9.txt,6b48a82776dca47649a7c00e338b9b12d93f0491b55a2d234e46149b43ebf164,3275
results/sota/haskell/quickcheck_protocol_message_0.txt,ce3dba2bba30a69d59a6c6b50b8bb27a4d8a2d2ec1cd73f5431faa74f4ffc588,4175
results/sota/haskell/quickcheck_protocol_message_1.txt,1bea0235cf6dc672ac268a4728f69a89573c4cd4f0d34cfec3be9b44ae6e4d2c,4127
results/sota/haskell/quickcheck_protocol_message_10.txt,6490b599bad50bdf9fc3f1effb1e1aee63fa6c3c15ac22961268a1366fe6388b,4128
results/sota/haskell/quickcheck_protocol_message_11.txt,7271755e893a031e0c84727d6be4b5349560a04ab5fff324c292b4f7dee6ba55,4130
results/sota/haskell/quickcheck_protocol_message_12.txt,c1f82689da56146931dc431314df34e874c17a9a8161d0a9d02fd55c66e29284,4153
results/sota/haskell/quickcheck_protocol_message_13.txt,0b1ae49a7f372f6e95da5508d3b29c0b0f79dbff9688fe311d919a347d8934a9,4164
results/sota/haskell/quickcheck_protocol_message_14.txt,af24eed04a8eea943d403443d347fad96258ea446c7ba1535adb1d0829138760,4166
results/sota/haskell/quickcheck_protocol_message_15.txt,ed190f5788112b0f17a66c937aa989d8fdbfe1139ce7c3269b511da36f45a626,4122
results/sota/haskell/quickcheck_protocol_message_16.txt,7e879cee209087913031198d84f8d30e70c9e7314dafa45c0cf5468ee0934394,4128
results/sota/haskell/quickcheck_protocol_message_17.txt,4f9ee192adbd0cc8f234c23b0de39f94b1fe48ecf7d60544ca5af0a7d5deef3d,4149
results/sota/haskell/quickcheck_protocol_message_18.txt,f007bece7baf9b645c2b88f05b67b1ee4c219d3bf610aeffeb8ca3c17e1b2de6,4107
results/sota/haskell/quickcheck_protocol_message_19.txt,4e8fb77f1d6b69208fdbf42f362d218c35dfb7b974a6b11ae0ab070e3bb34847,4149
results/sota/haskell/quickcheck_protocol_message_2.txt,8b577bb87ee2036fe64c473ba1273e3f04e6fd41cb547040e0439867927d049f,4135
results/sota/haskell/quickcheck_protocol_message_3.txt,095612d5f134074aad7a29c6bb4fcf149a6bcf16d7aabef4d13c2f52d021001c,4146
results/sota/haskell/quickcheck_protocol_message_4.txt,585773e9a8d5b42d0a6c08de75588aeb7725bf32406399287f832d1ba4add832,4137
results/sota/haskell/quickcheck_protocol_message_5.txt,65962597763679ba0ac4bd4510ce7b6f78f9338b68c82f97cecc76a51636f426,4187
results/sota/haskell/quickcheck_protocol_message_6.txt,7d476fa5c60354369c0beef8aab889f66d5331805333db4bccf21ed7cdf8048c,4103
results/sota/haskell/quickcheck_protocol_message_7.txt,2fd696e357278ed010baca5ba6c1a0256e77610db353a188444edc54de7a5fe6,4185
results/sota/haskell/quickcheck_protocol_message_8.txt,9271fc090d6590afe879e321b366d156b25b04a8f86ad0e11ab1999317ee7f3e,4186
results/sota/haskell/quickcheck_protocol_message_9.txt,3138cff5ba38fd88e10b8c5aa06c32a53774bebf03ebb17f6b2a2d894d5695bc,4135
results/sota/haskell/smallcheck_action_space.txt,24056ad95c15018f852aa2fdfaae975b7103ba6cf52c86e3b2f56b7be9df8704,11423
results/sota/haskell/smallcheck_balanced_product.txt,480cf16d44cd45acf3057a6363f4ca919d5a814c3a9aa7d665245150c9575e56,9182
results/sota/haskell/smallcheck_dependent_record.txt,e75d9e66764d12e68d7e1e2479d82d2356f3ac6baed7d7e7429dbb9be9862fd3,30383
results/sota/haskell/smallcheck_imbalanced_choice.txt,882153744c816a6aecd5d09a9374efa61f274a3fcc383d8d9d3cc1e469b548cd,10552
results/sota/haskell/smallcheck_protocol_message.txt,0270d07ddb8393816ddc38c2770275437d4d4e4b273b6e14bdc930786eba2bab,4502
results/sota/processed/attempted_baselines.csv,1abbb519f9a33af1f20f7d19190a8a081a68366214a357e03f66ac34aed07965,362
results/sota/processed/capabilities.csv,5122cae9ceb0a1cf1aef72841a019714182c32fa7addbf6c5d350f803d51dc0f,422
results/sota/processed/chunk_audit.csv,1e206298d571872fcf9e737f846014691b1fa5df9805ec29f6c9ab3593de2971,1565
results/sota/processed/environment.json,7f4f20a7ab3d111f10985fac86b5b42c066c939649e90afb8078fb7a924274af,1161
results/sota/processed/paired_effects.csv,5e28e8deb727e43b32caaf5004ad828bbf475308adb45d04e5613a44b1ed13ee,13605
results/sota/processed/publication_statistics.json,97a4bc6382aef6a9611029eb7d8a955a73b1f53d351c6d7bada97b3bce91b209,564
results/sota/processed/summary.json,bb832819e2ba7098242c1cc1181d5d7527515b0701b531b568fb38f33d088209,3208
results/sota/processed/win_tie_loss.csv,96fc31d0cfeab3c4d4ae2863bba69cbe1e0e0af68dc33d40ff797c0bd8dcb188,4187
results/sota/raw/exact_enumeration.csv,c4531cd84954d9e2dbb635364b38de8680c3631128af38112bbb13d5a1e085b3,1444
results/sota/raw/generation_runs.csv,020f7fb5ae207853d9a4f9474e8b7af739e89af1aff8b4787638240e9d4dfb6d,302567
results/sota/raw/uniformity.csv,00801e1ea77ee53fe1a08bbdd93669eed0f3206ccd8d52c30598ba3dcfe5d782,6986
results/sota/raw/worker_overlap.csv,376db21e11ae2bd16c0abf0364d7e84a0836cc134b62c23a604350c9dadef712,1590
