path,sha256
results/processed/density_summary.csv,278932f4709cc1572a019277cdf7b3e234254d074bcefa657b163698c0107049
results/processed/experiment_summary.json,0ef40526df8df3fa1e82959bdead139d2896dca2d400d1d8d3c7433051994ece
results/processed/fault_summary.csv,73c4a937b86291c08fb477319cf8c6c7e5aa86d74261b8840d1cf0f79b5b91c4
results/processed/fuzzing_summary.csv,ea06c2c6b7064bc7fab5222702c5eb0371ed362257e5f8d88e3146f1f04e6508
results/processed/headline_results.csv,a75b07ad33851d40c44d7b344023879759a128cac298ef9d5ba3ccebbeba5333
results/processed/native_summary.csv,20351bb5c75a105d02f27ec173433e803415ff543657453b1780c03550ec5ffb
results/processed/stage_correctness.json,0154f46595304c577cd984a7bdb9c7b6116bcd1c2302e33f82807e2853202c6f
results/processed/stage_crypto_adapter.json,3b9367769b4639ee47abbfdfd363653d5cb937fe965c7a9a66fc61da47654638
results/processed/stage_density.json,facbefa76e6f38233b4374a77695ac78abc6dab0aa5d624300ff40b830b620cd
results/processed/stage_fault_propagation.json,f585079d6dc380917a44cef656312c9782b06fc1546e9b434b78ddbe10afbd72
results/processed/stage_fuzzing.json,80f49e08e93163e766cc499d13609723e249e047586a6ce07e38f9637c741fee
results/processed/stage_native.json,f3d438b6aa99b176e5a04aca94bcd760d395c1214a95692d631006611067405b
results/processed/stage_runtime.json,6d865476e6ec3b0992307ab21eb7e881ee0cefdf861060e823a96ea74ab08906
results/processed/stage_scalability_and_timing.json,bb34b8406c24c94b9f4f9189ce77fbb85510ffa287561e66bfa48842b611d44a
results/processed/stage_schema_evolution.json,11af573a21995fc3a8c86fdd9c46827f52a96bcdf8bab85cb8bff86cf80b6789
results/processed/stage_uniformity.json,1ac881aa3fe0f68214042155fe5fb54f8da08babcaccd274c53f344096400fa2
results/processed/theorem_verification.json,fe7f325270a092985bed330fe2232914a0aa14baa923df3ee313629d026dd416
results/figures/compile_scaling.png,736e13ea5fd6b57dbae08c4df2c6b67a5b8d2171ab54a88df5b86c6cffa5dd16
results/figures/compile_scaling.svg,dc9e395d98fefb3608d1f701d8420d16894e3c61db932e3a747a026496aad7a3
results/figures/crypto_avalanche.png,882587e3f9bc968e644b779f5d4dd5446ce4a2381b3abd496c40c1ce9713fa93
results/figures/crypto_avalanche.svg,13e1350d031280b8999b6189c3783edad123b6724054c8b7d7b754763ed39d07
results/figures/density_comparison.png,a4e634c2243b183e4c80fb96ff59c140d5adab6f2e140ad1a6ac8794b3cddfde
results/figures/density_comparison.svg,f85d29509053fb99126cde7a4f551feadd33e2dff9c3a16fde247e582b94215f
results/figures/density_imbalance.png,c18d728dcb76558aa62d2dcdc8bf287ff2cf92c20f1d12333b230e8887903a0a
results/figures/density_imbalance.svg,7df6945c01de083c08d1b396e1eb58339b9898bc0d5684fbcd5d0e9126db248c
results/figures/fault_valid_corruption.png,c38b830899cf6a1081848daf9d094a22731515c0472328faed96c2ed463acf8f
results/figures/fault_valid_corruption.svg,ca07bb367361f98c22e7d7184400d136a5b4d3088188eb90a93310ba05358932
results/figures/fuzzing_bug_discovery.png,7839345240a5909edd9d1bd3b1ee9adfd97225d34a09637cd66985f1cc02bb70
results/figures/fuzzing_bug_discovery.svg,1c7a0df8775e7c1750762b55d3fb0732a47c0e18e51a49cf7725276a1c43b53b
results/figures/fuzzing_unique_coverage.png,e0de16a1ac62e034eb5e118bf6a69bda0fb68c5f282e90b1b93c5d73f13223a1
results/figures/fuzzing_unique_coverage.svg,bfa06af2612c033a54a0fc1c45db71098cdf90bde2a2e6632772d619e5d5d50b
results/figures/native_rank_runtime.png,6a9394f27324bf4ff28209967490019584351b7e779f635fad5a75a58d794fad
results/figures/native_rank_runtime.svg,4eff4d25b001e1701c42c11529462e030037bd1ecf04cc4bdeb56c600bc54b9f
results/figures/native_rank_speedup.png,b326fe53c99397177b5ce1b1d60b0e75f67cc150d448df4a78763714b835b651
results/figures/native_rank_speedup.svg,e35221edc350c8a5cf682e8a1c3b3d26d4d7110c0c51e94c7cb1590697cdd5a1
results/figures/native_unrank_runtime.png,cd8fea5a331908f8f005ce1896bb710bbe15501b2947118f746d7671b5e177c7
results/figures/native_unrank_runtime.svg,38e9729504bbf8805efd93734570871ae0e2372749f20747d8f739c8c9d294a1
results/figures/runtime_depth_scaling.png,9199adf4f7546d515fc5773bb27f95624c0b282791ecc16e3d15c5378efc8885
results/figures/runtime_depth_scaling.svg,aa61cb067af1ecd12e70da998b70f9e9c30242fc33cffdd98f31a0f77640bca8
results/figures/schema_evolution_churn.png,fb2c2c27f6b3fc0f111e1be574f085373bc71067092ac4a5317af9b9db851b8b
results/figures/schema_evolution_churn.svg,57adbc80817b8efc1509d1ddf1781148ce5cf7ae65d77c520f62f8f17c1b0eba
results/figures/timing_branch_variation.png,33d0d9facdf8468a9e1cdab0882d8a7742cd603502df436785cd257837308659
results/figures/timing_branch_variation.svg,5e0125706908abdc9a5e81d0ff281dde8f11b147d02d3c22548edbe05cd5eef9
results/figures/uniformity_branch_bias.png,93d67f2dcd82dc737cd1a1c91e860ff7c5d4e3fe6d4980a3d79264ab83e907dc
results/figures/uniformity_branch_bias.svg,e351984af32a481c50f254df3d83645f4e8d34a9b85c2248eca5dedfa1a591db
